CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
16208,2,333,44,664.3,332.1,61,3.77,2,0,0.0
17883,4,374,3,664.3,166.1,133,1.72,4,0,0.0
12925,2,537,4,664.2,332.1,40,1.67,2,0,0.0
13596,2,384,5,664.1,332.1,133,0.05,2,0,0.0
15700,3,328,172,664.0,221.3,85,0.01,3,1,0.33
17423,4,421,45,663.6,165.9,26,6.37,4,2,0.5
14198,7,280,4,663.5,94.8,35,5.47,7,3,0.43
12942,3,196,131,662.3,220.8,67,3.44,3,0,0.0
15626,2,754,74,660.8,330.4,48,5.43,2,0,0.0
14880,3,352,77,660.6,220.2,43,4.91,3,0,0.0
13601,2,524,45,660.1,330.1,87,1.75,2,0,0.0
14603,1,400,274,660.0,660.0,2,0.0,1,0,0.0
15492,2,483,28,659.5,329.8,32,1.35,2,0,0.0
13759,2,287,33,659.4,329.7,24,1.58,2,0,0.0
16357,3,246,33,658.9,219.6,31,5.45,3,0,0.0
14150,2,496,35,658.6,329.3,23,12.96,2,0,0.0
16261,4,265,17,657.9,164.5,93,2.04,4,0,0.0
16696,4,146,135,657.9,164.5,7,12.56,4,0,0.0
14818,3,324,73,657.8,219.3,41,3.83,3,0,0.0
17459,2,537,43,657.3,328.6,88,0.15,2,0,0.0
15677,1,319,49,657.2,657.2,33,0.0,1,0,0.0
17321,2,364,8,657.2,328.6,94,0.6,2,0,0.0
13049,2,268,64,656.7,328.4,14,19.54,2,0,0.0
16708,1,285,45,656.6,656.6,27,0.0,1,0,0.0
17299,4,668,11,656.6,164.2,50,3.0,4,0,0.0
16127,1,323,39,656.3,656.3,40,0.0,1,0,0.0
14720,3,207,5,656.0,218.7,33,3.46,3,0,0.0
14894,1,265,85,655.8,655.8,23,0.0,1,0,0.0
18156,2,279,12,655.8,327.9,99,2.98,2,0,0.0
16774,5,318,67,654.9,131.0,36,2.31,5,1,0.2
17398,3,310,114,653.4,217.8,30,3.81,3,0,0.0
12418,1,401,112,653.3,653.3,33,0.0,1,0,0.0
18151,2,355,134,653.3,326.6,38,4.19,2,0,0.0
18121,2,438,149,653.3,326.6,28,0.17,2,0,0.0
15031,4,400,4,653.2,163.3,74,2.55,4,0,0.0
14725,1,587,24,653.0,653.0,44,0.0,1,0,0.0
14548,2,256,150,652.8,326.4,2,55.67,2,0,0.0
17523,4,872,11,652.7,163.2,25,0.25,4,0,0.0
12468,3,360,143,652.0,217.3,35,4.68,3,1,0.33
15587,4,192,50,650.9,162.7,2,75.25,4,0,0.0
16056,1,345,45,650.7,650.7,66,0.0,1,0,0.0
15571,4,264,11,650.4,162.6,47,1.2,4,0,0.0
13524,5,322,40,650.2,130.0,16,7.46,5,0,0.0
14651,2,334,67,648.4,324.2,93,1.47,2,0,0.0
16573,4,354,73,648.4,162.1,40,4.82,4,2,0.5
15643,6,242,179,647.4,107.9,31,2.94,6,3,0.5
17373,4,408,40,646.9,161.7,47,4.86,4,0,0.0
16734,3,345,52,646.8,215.6,44,1.22,3,0,0.0
15038,7,182,43,645.8,92.3,105,2.57,7,1,0.14
14829,6,414,29,644.6,107.4,40,7.8,6,2,0.33
17777,3,494,24,644.4,214.8,139,0.41,3,0,0.0
17312,3,372,138,644.3,214.8,11,1.62,3,0,0.0
13430,4,727,18,644.3,161.1,47,1.33,4,2,0.5
16157,4,344,15,644.2,161.1,12,3.17,4,1,0.25
14451,2,378,60,643.9,321.9,86,1.29,2,0,0.0
16383,2,467,74,643.8,321.9,80,2.0,2,0,0.0
17462,3,220,51,643.1,214.4,24,8.96,3,1,0.33
13034,2,369,54,642.8,321.4,37,8.75,2,0,0.0
14020,2,441,16,642.8,321.4,37,1.89,2,0,0.0
17545,3,337,43,642.3,214.1,122,0.0,3,0,0.0
17046,1,510,157,642.0,642.0,22,0.0,1,0,0.0
16554,7,311,3,641.5,91.6,52,4.49,7,4,0.57
13417,2,162,4,640.8,320.4,26,7.44,2,0,0.0
13318,3,304,1,640.8,213.6,14,1.89,3,0,0.0
17515,4,243,31,639.0,159.8,49,3.34,4,0,0.0
16444,5,404,46,639.0,127.8,67,2.66,5,1,0.2
18196,2,416,95,638.2,319.1,125,1.48,2,0,0.0
18160,2,294,57,638.1,319.1,37,3.76,2,0,0.0
14664,2,465,19,636.2,318.1,78,0.14,2,0,0.0
15773,1,311,5,635.7,635.7,10,0.0,1,0,0.0
16969,3,815,39,635.4,211.8,41,3.8,3,0,0.0
16139,3,330,18,635.4,211.8,25,6.27,3,0,0.0
15100,6,58,330,635.1,105.9,1,8.6,6,3,0.5
15297,4,290,10,635.0,158.8,30,1.32,4,1,0.25
17779,5,393,21,633.9,126.8,73,1.49,5,2,0.4
14000,2,707,206,633.7,316.9,15,0.33,2,1,0.5
15045,3,106,151,633.7,211.2,11,8.83,3,1,0.33
13240,4,291,96,633.4,158.3,57,4.2,4,0,0.0
14220,2,272,247,632.4,316.2,21,5.55,2,0,0.0
12658,1,317,18,632.0,632.0,35,0.0,1,0,0.0
14301,2,600,107,632.0,316.0,13,0.67,2,1,0.5
14021,3,192,155,631.9,210.6,22,4.81,3,0,0.0
15244,2,405,65,631.6,315.8,31,5.55,2,0,0.0
17985,1,171,22,631.3,631.3,20,0.0,1,0,0.0
17990,3,414,236,630.8,210.3,27,4.46,3,0,0.0
16122,4,1000,73,630.7,157.7,25,8.62,4,0,0.0
17796,4,164,40,630.6,157.7,62,4.33,4,0,0.0
14481,2,473,164,629.8,314.9,24,4.39,2,0,0.0
14643,3,747,170,629.0,209.7,29,5.88,3,1,0.33
13525,2,394,14,628.8,314.4,5,46.8,2,0,0.0
12421,4,462,15,628.6,157.2,30,7.79,4,0,0.0
14126,4,457,7,628.6,157.2,13,0.21,4,1,0.25
14687,1,470,106,628.4,628.4,15,0.0,1,0,0.0
14044,4,301,26,628.3,157.1,162,1.4,4,0,0.0
16362,9,314,32,627.3,69.7,58,0.69,9,4,0.44
13518,1,382,85,627.2,627.2,36,0.0,1,0,0.0
13388,3,281,121,627.2,209.1,35,0.29,3,1,0.33
12461,1,282,154,626.9,626.9,34,0.0,1,0,0.0
14036,1,268,284,626.6,626.6,38,0.0,1,0,0.0
15402,2,693,148,626.3,313.1,34,1.2,2,0,0.0
17994,6,471,121,626.1,104.4,63,2.09,6,2,0.33
14855,2,263,119,625.9,312.9,12,0.83,2,0,0.0
15197,5,441,8,625.8,125.2,28,10.61,5,2,0.4
16469,4,260,23,625.4,156.3,148,1.31,4,0,0.0
16750,5,214,44,623.9,124.8,74,2.0,5,0,0.0
16431,3,442,213,623.3,207.8,51,1.12,3,0,0.0
12374,1,339,25,622.9,622.9,32,0.0,1,0,0.0
17499,1,711,289,622.9,622.9,40,0.0,1,0,0.0
15182,2,253,154,622.8,311.4,24,4.07,2,0,0.0
14754,2,480,44,622.8,311.4,37,6.44,2,0,0.0
16014,4,253,35,622.6,155.7,122,1.84,4,1,0.25
13822,2,589,5,622.1,311.1,86,0.39,2,0,0.0
15205,2,330,85,622.0,311.0,33,1.31,2,0,0.0
15768,3,244,115,621.8,207.3,23,4.23,3,0,0.0
17640,1,250,86,621.7,621.7,5,0.0,1,0,0.0
16915,6,132,9,621.7,103.6,46,4.89,6,0,0.0
13402,2,479,127,621.2,310.6,32,6.45,2,0,0.0
15384,3,587,169,620.5,206.8,34,4.95,3,1,0.33
16141,1,238,88,620.4,620.4,30,0.0,1,0,0.0
13892,4,959,26,620.1,155.0,24,9.17,4,0,0.0
15028,4,447,8,619.3,154.8,34,7.83,4,0,0.0
13028,3,752,22,619.2,206.4,37,0.53,3,1,0.33
16613,1,293,70,618.6,618.6,30,0.0,1,0,0.0
13496,3,329,10,617.9,206.0,28,9.97,3,1,0.33
13546,3,352,12,617.8,205.9,71,1.98,3,0,0.0
16495,3,316,3,617.7,205.9,77,3.17,3,0,0.0
16268,2,532,71,617.6,308.8,44,0.0,2,0,0.0
14377,2,219,191,617.1,308.6,11,7.1,2,0,0.0
14593,3,330,21,617.1,205.7,127,1.18,3,0,0.0
13925,6,327,36,616.6,102.8,28,2.23,6,2,0.33
16418,3,274,44,615.8,205.3,75,1.96,3,0,0.0
15651,3,467,36,615.7,205.2,25,7.72,3,0,0.0
13145,5,142,39,614.8,123.0,5,55.5,5,1,0.2
16566,6,361,15,614.0,102.3,14,15.39,6,1,0.17
12603,1,56,21,613.2,613.2,1,0.0,1,0,0.0
13046,2,262,30,612.8,306.4,32,7.15,2,0,0.0
18022,1,703,35,612.7,612.7,141,0.0,1,0,0.0
17874,7,191,185,612.4,87.5,36,1.59,7,1,0.14
15232,2,686,113,612.1,306.1,26,0.9,2,0,0.0
18149,3,310,50,612.1,204.0,11,14.87,3,0,0.0
15645,1,255,18,611.6,611.6,49,0.0,1,0,0.0
13731,2,278,219,610.6,305.3,36,0.73,2,0,0.0
15795,1,581,149,610.0,610.0,42,0.0,1,0,0.0
14636,2,241,36,609.9,304.9,27,8.59,2,0,0.0
16442,3,443,1,609.3,203.1,161,2.11,3,0,0.0
13933,2,205,109,608.8,304.4,23,1.77,2,0,0.0
14342,6,338,21,608.7,101.5,18,8.59,6,2,0.33
15147,2,363,218,608.6,304.3,28,0.79,2,1,0.5
16311,2,382,17,608.5,304.3,34,0.91,2,0,0.0
12612,2,249,57,607.6,303.8,18,0.89,2,1,0.5
12933,4,498,24,606.3,151.6,103,2.44,4,1,0.25
18218,4,498,206,606.2,151.6,17,3.41,4,2,0.5
16718,1,407,369,606.0,606.0,41,0.0,1,0,0.0
13539,4,314,85,605.8,151.4,36,6.05,4,1,0.25
17507,2,359,261,605.6,302.8,79,0.55,2,0,0.0
17664,2,604,18,604.6,302.3,41,4.62,2,0,0.0
12944,2,289,35,604.5,302.3,29,11.0,2,0,0.0
16732,1,317,31,603.7,603.7,28,0.0,1,0,0.0
15322,2,365,64,603.0,301.5,42,0.44,2,1,0.5
16022,1,255,260,602.6,602.6,68,0.0,1,0,0.0
15366,2,621,75,602.5,301.3,37,6.58,2,0,0.0
16306,9,471,213,602.3,66.9,36,3.58,9,3,0.33
18217,2,487,29,602.0,301.0,26,1.41,2,0,0.0
16109,2,600,218,601.9,300.9,17,5.63,2,0,0.0
14609,4,7026,72,601.6,150.4,2,74.67,4,0,0.0
18183,6,362,218,600.5,100.1,36,1.3,6,4,0.67
12420,1,345,63,600.4,600.4,29,0.0,1,0,0.0
18211,5,359,25,600.1,120.0,37,6.17,5,0,0.0
12872,2,319,326,600.0,300.0,58,0.6,2,0,0.0
13023,2,280,64,599.9,299.9,35,1.76,2,0,0.0
14905,3,274,154,599.9,200.0,14,4.65,3,1,0.33
17420,3,265,50,598.8,199.6,28,11.14,3,0,0.0
15720,1,281,24,598.7,598.7,128,0.0,1,0,0.0
13311,2,305,4,598.6,299.3,25,5.84,2,0,0.0
13914,3,373,3,598.6,199.5,27,1.03,3,1,0.33
16298,3,198,22,598.2,199.4,22,6.31,3,0,0.0
14645,2,381,156,597.1,298.6,28,4.1,2,0,0.0
15381,2,171,213,596.8,298.4,8,7.86,2,0,0.0
14675,1,336,16,596.4,596.4,93,0.0,1,0,0.0
14467,4,276,17,596.3,149.1,67,3.35,4,0,0.0
15215,6,207,44,596.2,99.4,34,6.66,6,3,0.5
18246,2,166,23,596.1,298.1,3,70.0,2,0,0.0
14965,2,363,96,596.1,298.1,80,0.0,2,0,0.0
16763,2,318,185,594.9,297.4,23,0.57,2,1,0.5
12556,2,353,50,594.5,297.3,99,0.86,2,0,0.0
14108,3,380,30,594.2,198.1,33,2.09,3,1,0.33
15442,1,120,248,594.0,594.0,2,0.0,1,0,0.0
12917,1,120,128,594.0,594.0,2,0.0,1,0,0.0
16535,1,356,5,593.8,593.8,31,0.0,1,0,0.0
13959,3,354,79,593.4,197.8,78,3.22,3,0,0.0
16116,2,246,205,592.9,296.4,34,0.18,2,1,0.5
13558,4,335,5,592.6,148.2,121,0.38,4,0,0.0
13301,4,340,103,592.5,148.1,73,2.42,4,0,0.0
13276,2,161,63,590.9,295.4,30,1.24,2,0,0.0
13270,1,200,366,590.0,590.0,1,0.0,1,0,0.0
13452,2,2,259,590.0,295.0,1,11.0,2,0,0.0
14882,2,158,26,589.7,294.9,6,0.7,2,0,0.0
15275,2,493,31,589.4,294.7,40,0.15,2,1,0.5
16203,5,261,58,589.1,117.8,27,8.97,5,1,0.2
16134,3,345,21,588.7,196.2,33,9.39,3,1,0.33
15624,4,357,116,588.1,147.0,26,4.24,4,0,0.0
17351,3,113,36,587.1,195.7,22,9.12,3,0,0.0
15073,4,273,9,585.8,146.4,30,2.46,4,1,0.25
12616,5,269,85,585.3,117.1,24,6.42,5,3,0.6
13243,1,232,203,585.1,585.1,56,0.0,1,0,0.0
15222,1,440,318,585.0,585.0,5,0.0,1,0,0.0
15648,4,211,204,584.8,146.2,23,2.52,4,2,0.5
12723,5,385,3,584.7,116.9,50,0.98,5,0,0.0
16384,2,260,89,584.5,292.3,33,5.44,2,0,0.0
16072,1,140,288,584.3,584.3,23,0.0,1,0,0.0
14023,2,345,7,584.1,292.1,30,8.1,2,0,0.0
13557,2,546,28,584.1,292.1,31,7.64,2,0,0.0
15258,2,134,168,583.6,291.8,30,1.58,2,0,0.0
17867,8,219,30,583.5,72.9,62,3.74,8,2,0.25
16838,3,184,197,582.9,194.3,24,3.64,3,1,0.33
15969,4,120,2,582.9,145.7,20,9.15,4,1,0.25
13427,3,545,19,582.6,194.2,25,7.0,3,0,0.0
16788,2,299,123,582.5,291.3,133,0.92,2,0,0.0
16654,5,275,141,582.2,116.4,28,8.11,5,1,0.2
12695,4,220,7,582.1,145.5,23,7.81,4,0,0.0
14692,5,255,137,582.1,116.4,53,2.72,5,1,0.2
13233,2,968,74,581.7,290.9,41,6.55,2,0,0.0
17259,2,388,148,581.2,290.6,104,1.91,2,0,0.0
18095,2,419,312,580.0,290.0,20,1.0,2,0,0.0
17142,1,81,239,579.0,579.0,15,0.0,1,0,0.0
13292,2,347,38,578.9,289.4,29,8.2,2,0,0.0
14284,3,157,30,578.5,192.8,24,1.7,3,1,0.33
15573,2,353,31,578.3,289.1,86,0.57,2,0,0.0
14710,4,366,14,576.5,144.1,122,0.34,4,0,0.0
16723,2,398,91,576.4,288.2,37,0.39,2,0,0.0
14128,2,540,60,576.3,288.1,36,4.76,2,0,0.0
15829,2,916,99,575.9,287.9,39,0.93,2,0,0.0
13888,2,250,119,575.9,287.9,37,2.68,2,0,0.0
15550,4,295,4,575.6,143.9,43,4.95,4,0,0.0
13487,3,265,57,575.4,191.8,26,8.97,3,0,0.0
12589,2,302,28,574.7,287.4,28,3.63,2,0,0.0
12673,2,349,5,574.5,287.3,41,8.03,2,0,0.0
18123,2,582,24,574.4,287.2,31,0.21,2,0,0.0
14176,5,207,297,574.0,114.8,28,2.26,5,1,0.2
13368,2,326,256,573.4,286.7,28,3.0,2,0,0.0
13379,3,601,26,572.6,190.9,85,1.15,3,0,0.0
17616,3,224,173,571.2,190.4,1,97.0,3,0,0.0
17540,3,193,8,570.4,190.1,20,12.32,3,1,0.33
17360,3,328,17,568.2,189.4,113,1.35,3,0,0.0
14323,4,324,114,567.5,141.9,31,3.18,4,2,0.5
13321,2,372,72,567.4,283.7,10,1.4,2,0,0.0
18150,3,332,32,566.6,188.9,29,4.69,3,0,0.0
14152,3,639,75,566.0,188.7,44,3.46,3,1,0.33
13314,4,471,1,565.9,141.5,53,1.06,4,1,0.25
16345,1,288,44,565.5,565.5,35,0.0,1,0,0.0
14410,15,289,15,564.5,37.6,194,1.05,15,6,0.4
15762,2,247,65,564.0,282.0,36,0.34,2,0,0.0
14753,1,211,87,563.1,563.1,30,0.0,1,0,0.0
17970,1,513,211,562.8,562.8,27,0.0,1,0,0.0
17014,4,238,8,562.7,140.7,63,0.81,4,1,0.25
18232,5,295,81,562.7,112.5,30,3.05,5,1,0.2
14167,4,147,39,562.6,140.7,27,5.96,4,0,0.0
13044,1,429,291,560.5,560.5,33,0.0,1,0,0.0
12577,4,462,35,560.3,140.1,136,2.23,4,1,0.25
14273,4,264,51,560.0,140.0,22,6.82,4,0,0.0
16275,1,336,196,559.9,559.9,33,0.0,1,0,0.0
14400,2,450,141,559.7,279.9,25,0.32,2,1,0.5
15415,1,551,313,559.6,559.6,46,0.0,1,0,0.0
16906,4,263,81,559.6,139.9,74,1.96,4,0,0.0
12427,5,220,11,559.4,111.9,23,12.86,5,2,0.4
17503,2,486,2,559.0,279.5,36,0.97,2,0,0.0
16005,4,273,12,558.9,139.7,168,1.32,4,0,0.0
17119,3,322,3,558.8,186.3,33,1.6,3,1,0.33
15303,1,242,290,558.7,558.7,30,0.0,1,0,0.0
12624,2,335,106,558.7,279.4,34,2.09,2,0,0.0
14382,1,1100,26,557.9,557.9,117,0.0,1,0,0.0
12707,1,232,291,557.8,557.8,30,0.0,1,0,0.0
13260,1,142,61,557.6,557.6,8,0.0,1,0,0.0
13405,2,163,204,557.4,278.7,24,4.71,2,0,0.0
17955,4,273,198,557.3,139.3,14,1.17,4,0,0.0
13939,4,843,23,556.8,139.2,43,6.4,4,1,0.25
16385,3,258,60,554.9,185.0,52,5.46,3,0,0.0
15821,2,200,44,554.5,277.3,56,0.28,2,0,0.0
14891,2,505,148,554.4,277.2,30,1.22,2,0,0.0
14338,4,329,158,554.2,138.6,30,1.15,4,2,0.5
13946,3,440,79,553.9,184.6,10,20.89,3,0,0.0
15068,2,364,46,553.4,276.7,96,2.04,2,0,0.0
12879,4,363,44,552.6,138.2,7,4.27,4,1,0.25
12363,2,408,109,552.0,276.0,23,6.05,2,0,0.0
15315,3,838,64,551.5,183.8,35,1.41,3,1,0.33
17674,2,672,74,551.0,275.5,19,11.31,2,0,0.0
17291,1,72,308,550.8,550.8,1,0.0,1,0,0.0
17235,2,224,25,550.1,275.1,24,12.39,2,0,0.0
14592,3,391,35,549.8,183.3,128,0.19,3,0,0.0
12649,4,571,107,549.7,137.4,29,8.6,4,1,0.25
13357,1,297,257,548.2,548.2,81,0.0,1,0,0.0
16031,2,421,92,547.9,273.9,91,1.6,2,0,0.0
15830,2,409,29,547.7,273.9,39,0.2,2,1,0.5
17890,2,388,322,547.5,273.8,85,0.45,2,0,0.0
16667,2,232,68,547.4,273.7,51,4.32,2,0,0.0
16811,2,477,4,547.1,273.6,26,0.48,2,0,0.0
17637,2,280,31,547.1,273.6,35,2.47,2,0,0.0
17295,3,293,28,547.0,182.3,53,0.54,3,0,0.0
17520,1,365,53,546.8,546.8,30,0.0,1,0,0.0
14805,4,114,15,546.4,136.6,30,6.62,4,0,0.0
12478,1,233,3,546.0,546.0,35,0.0,1,0,0.0
17806,1,727,11,546.0,546.0,43,0.0,1,0,0.0
12521,1,306,142,545.7,545.7,37,0.0,1,0,0.0
12987,3,217,73,545.0,181.7,27,4.28,3,1,0.33
14133,5,324,129,544.4,108.9,25,6.89,5,2,0.4
16475,4,319,88,544.3,136.1,23,6.85,4,0,0.0
13617,3,300,40,544.2,181.4,31,3.26,3,0,0.0
13390,1,224,74,544.1,544.1,13,0.0,1,0,0.0
16927,3,993,115,543.1,181.0,5,49.2,3,0,0.0
13278,1,537,40,542.7,542.7,46,0.0,1,0,0.0
16230,2,365,189,542.0,271.0,32,0.91,2,0,0.0
17849,4,109,218,542.0,135.5,13,4.79,4,0,0.0
17447,2,443,40,541.5,270.8,33,0.89,2,0,0.0
17557,3,306,14,541.5,180.5,27,2.03,3,0,0.0
14997,4,1102,46,541.0,135.3,25,5.08,4,1,0.25
13874,1,180,358,540.5,540.5,18,0.0,1,0,0.0
17265,2,387,138,540.1,270.1,105,0.35,2,0,0.0
12743,2,315,134,540.1,270.1,114,0.0,2,0,0.0
17864,3,700,12,539.6,179.9,69,2.99,3,0,0.0
14496,2,159,311,538.8,269.4,16,3.44,2,0,0.0
15539,1,410,7,538.5,538.5,41,0.0,1,0,0.0
16536,2,249,107,538.2,269.1,49,0.06,2,1,0.5
14474,2,139,43,537.7,268.9,29,0.1,2,1,0.5
14539,2,428,15,537.5,268.8,31,0.94,2,0,0.0
16206,4,272,54,537.1,134.3,52,4.4,4,0,0.0
15043,1,300,31,537.0,537.0,3,0.0,1,0,0.0
16804,3,246,23,537.0,179.0,59,4.19,3,0,0.0
13894,5,339,22,536.0,107.2,25,9.93,5,2,0.4
13000,3,379,106,534.9,178.3,30,8.6,3,0,0.0
13385,1,281,329,534.6,534.6,35,0.0,1,0,0.0
16340,1,486,107,534.3,534.3,124,0.0,1,0,0.0
13434,2,300,74,534.2,267.1,9,2.44,2,0,0.0
13800,1,319,309,533.1,533.1,32,0.0,1,0,0.0
15825,1,220,172,532.9,532.9,20,0.0,1,0,0.0
12513,2,453,84,532.8,266.4,34,0.82,2,1,0.5
16916,2,419,23,531.8,265.9,126,2.66,2,0,0.0
14265,2,330,109,530.2,265.1,31,1.3,2,0,0.0
18159,1,139,301,530.1,530.1,23,0.0,1,0,0.0
16933,5,281,1,530.1,106.0,44,4.96,5,3,0.6
12654,5,260,10,530.0,106.0,30,8.64,5,0,0.0
14002,2,877,134,529.7,264.9,47,0.48,2,0,0.0
16185,2,260,16,529.4,264.7,31,7.2,2,0,0.0
18043,3,265,24,529.3,176.4,106,3.0,3,0,0.0
16706,3,244,37,529.2,176.4,107,0.64,3,0,0.0
15452,3,280,29,528.5,176.2,47,4.27,3,0,0.0
15756,4,241,61,528.0,132.0,160,0.99,4,0,0.0
17623,1,265,32,527.0,527.0,33,0.0,1,0,0.0
15339,3,402,66,527.0,175.7,77,2.96,3,1,0.33
17062,5,404,313,524.4,104.9,52,0.82,5,1,0.2
13721,1,316,36,524.1,524.1,28,0.0,1,0,0.0
17329,2,142,14,523.1,261.6,29,9.41,2,0,0.0
18017,3,300,81,523.0,174.3,1,114.5,3,0,0.0
17712,1,215,44,522.9,522.9,29,0.0,1,0,0.0
12410,3,205,301,521.1,173.7,25,0.27,3,1,0.33
15919,2,384,19,520.7,260.4,102,2.91,2,0,0.0
16142,1,410,249,520.3,520.3,36,0.0,1,0,0.0
13811,2,63,183,519.8,259.9,5,6.22,2,0,0.0
17345,4,341,15,519.7,129.9,70,2.21,4,0,0.0
13643,3,273,31,519.4,173.1,24,5.7,3,0,0.0
14177,5,201,84,519.0,103.8,36,2.38,5,1,0.2
16650,1,372,71,518.4,518.4,24,0.0,1,0,0.0
15030,2,372,71,518.3,259.1,7,32.83,2,0,0.0
16135,1,209,262,517.5,517.5,21,0.0,1,0,0.0
17454,4,243,192,517.5,129.4,57,2.78,4,0,0.0
18205,2,192,36,517.4,258.7,30,1.23,2,0,0.0
17897,4,215,172,515.7,128.9,99,1.88,4,1,0.25
17888,10,424,18,515.7,51.6,60,4.35,10,2,0.2
14463,3,178,98,514.6,171.5,5,26.75,3,0,0.0
18252,2,233,50,513.3,256.6,89,1.32,2,0,0.0
17513,1,254,72,513.2,513.2,6,0.0,1,0,0.0
17805,1,478,73,512.3,512.3,10,0.0,1,0,0.0
17429,4,616,120,512.1,128.0,36,2.39,4,1,0.25
15467,4,306,9,511.9,128.0,41,2.75,4,1,0.25
12571,2,511,39,511.8,255.9,30,2.56,2,0,0.0
12638,1,573,33,511.7,511.7,38,0.0,1,0,0.0
15655,2,319,233,511.3,255.7,34,0.28,2,1,0.5
16561,2,244,5,511.1,255.6,29,1.8,2,0,0.0
12426,1,254,194,510.7,510.7,29,0.0,1,0,0.0
16325,5,164,44,510.5,102.1,14,10.58,5,2,0.4
15891,1,417,226,509.1,509.1,59,0.0,1,0,0.0
15417,1,284,85,508.8,508.8,28,0.0,1,0,0.0
17391,2,480,163,508.8,254.4,2,0.5,2,0,0.0
17290,2,389,3,508.7,254.3,90,0.14,2,0,0.0
14317,1,255,64,508.6,508.6,24,0.0,1,0,0.0
14618,4,259,9,508.6,127.2,10,25.5,4,1,0.25
17958,1,84,116,508.5,508.5,7,0.0,1,0,0.0
17631,3,330,1,508.5,169.5,38,6.24,3,0,0.0
17415,1,114,79,507.8,507.8,14,0.0,1,0,0.0
14158,1,781,40,507.7,507.7,41,0.0,1,0,0.0
14529,3,297,60,507.2,169.1,171,0.25,3,0,0.0
16278,3,97,23,507.2,169.1,21,3.5,3,2,0.67
13885,2,182,189,506.8,253.4,28,0.41,2,0,0.0
17480,2,336,73,506.5,253.3,29,0.13,2,1,0.5
16614,1,223,182,506.2,506.2,26,0.0,1,0,0.0
12988,1,126,292,505.8,505.8,75,0.0,1,0,0.0
12719,3,345,5,505.5,168.5,31,1.62,3,1,0.33
16960,3,301,38,505.1,168.4,91,2.16,3,0,0.0
12390,1,350,79,504.8,504.8,31,0.0,1,0,0.0
15469,4,150,43,504.5,126.1,24,2.96,4,2,0.5
12863,2,186,52,504.2,252.1,5,29.4,2,1,0.5
14034,4,311,22,504.1,126.0,81,1.55,4,1,0.25
12991,2,405,23,503.8,251.9,31,2.97,2,0,0.0
17630,2,158,169,503.6,251.8,24,2.52,2,0,0.0
16211,2,145,81,503.2,251.6,22,0.32,2,1,0.5
13865,4,204,58,501.6,125.4,26,7.97,4,0,0.0
14871,4,179,3,501.3,125.3,68,3.88,4,0,0.0
13247,4,328,17,501.1,125.3,18,2.71,4,0,0.0
15149,1,124,133,501.0,501.0,22,0.0,1,0,0.0
16616,2,370,15,500.4,250.2,31,4.44,2,0,0.0
15389,1,400,172,500.0,500.0,1,0.0,1,0,0.0
14873,1,164,210,499.9,499.9,27,0.0,1,0,0.0
15193,1,144,60,499.3,499.3,19,0.0,1,0,0.0
12866,1,167,283,499.1,499.1,25,0.0,1,0,0.0
14681,3,76,71,498.9,166.3,6,23.33,3,0,0.0
15142,1,365,46,498.7,498.7,26,0.0,1,0,0.0
13493,2,377,275,498.6,249.3,5,2.4,2,0,0.0
17298,2,387,101,498.4,249.2,30,0.79,2,0,0.0
16820,1,307,95,497.6,497.6,26,0.0,1,0,0.0
15300,1,292,64,496.4,496.4,28,0.0,1,0,0.0
12904,2,294,18,496.1,248.1,59,2.2,2,0,0.0
14851,2,319,23,496.0,248.0,27,8.96,2,0,0.0
17374,2,85,218,495.8,247.9,24,2.33,2,0,0.0
16602,2,317,31,494.7,247.3,29,0.16,2,1,0.5
17333,1,375,85,494.3,494.3,28,0.0,1,0,0.0
12763,2,316,138,494.1,247.1,16,13.59,2,0,0.0
16955,5,246,184,493.7,98.7,18,7.56,5,1,0.2
15882,5,254,198,493.1,98.6,22,7.73,5,1,0.2
14270,1,197,331,492.6,492.6,29,0.0,1,0,0.0
14077,5,254,40,492.2,98.4,31,6.0,5,0,0.0
16488,4,724,33,492.2,123.0,28,3.83,4,1,0.25
14820,4,247,21,492.0,123.0,23,5.63,4,0,0.0
13732,1,498,28,491.9,491.9,33,0.0,1,0,0.0
14236,2,310,80,490.9,245.4,15,20.86,2,0,0.0
15000,1,218,47,490.5,490.5,76,0.0,1,0,0.0
14416,2,326,22,490.2,245.1,13,1.54,2,0,0.0
18074,1,190,373,489.6,489.6,13,0.0,1,0,0.0
16892,7,232,1,489.5,69.9,88,3.29,7,2,0.29
17361,3,157,49,488.2,162.7,26,8.64,3,0,0.0
14396,2,225,65,488.0,244.0,71,4.25,2,0,0.0
13984,6,271,26,488.0,81.3,14,21.25,6,1,0.17
16352,2,284,17,487.7,243.8,27,0.77,2,0,0.0
16643,1,269,245,487.5,487.5,27,0.0,1,0,0.0
15081,6,188,22,487.3,81.2,26,10.15,6,1,0.17
13675,2,330,151,486.8,243.4,25,5.54,2,0,0.0
17453,2,219,17,486.7,243.3,19,2.61,2,0,0.0
13153,1,418,5,486.2,486.2,15,0.0,1,0,0.0
17658,3,522,10,485.9,162.0,17,9.14,3,1,0.33
13116,2,290,117,485.2,242.6,30,0.7,2,1,0.5
15287,3,432,22,485.2,161.7,17,2.4,3,1,0.33
